,HARPNUM,T_REC,NOAA_ARS
682,40,2010.06.01_01:24:00_TAI,11075
683,40,2010.06.01_01:36:00_TAI,11075
684,40,2010.06.01_01:48:00_TAI,11075
685,40,2010.06.01_02:00:00_TAI,11075
686,40,2010.06.01_02:12:00_TAI,11075
687,40,2010.06.01_02:24:00_TAI,11075
688,40,2010.06.01_02:36:00_TAI,11075
689,40,2010.06.01_02:48:00_TAI,11075
690,40,2010.06.01_03:00:00_TAI,11075
691,40,2010.06.01_03:12:00_TAI,11075
692,40,2010.06.01_03:24:00_TAI,11075
693,40,2010.06.01_03:36:00_TAI,11075
694,40,2010.06.01_03:48:00_TAI,11075
695,40,2010.06.01_04:00:00_TAI,11075
696,40,2010.06.01_04:12:00_TAI,11075
697,40,2010.06.01_04:24:00_TAI,11075
698,40,2010.06.01_04:36:00_TAI,11075
699,40,2010.06.01_04:48:00_TAI,11075
700,40,2010.06.01_05:00:00_TAI,11075
701,40,2010.06.01_05:12:00_TAI,11075
702,40,2010.06.01_05:24:00_TAI,11075
703,40,2010.06.01_05:36:00_TAI,11075
704,40,2010.06.01_05:48:00_TAI,11075
705,40,2010.06.01_06:00:00_TAI,11075
706,40,2010.06.01_06:12:00_TAI,11075
707,40,2010.06.01_06:24:00_TAI,11075
708,40,2010.06.01_06:36:00_TAI,11075
709,40,2010.06.01_06:48:00_TAI,11075
710,40,2010.06.01_07:00:00_TAI,11075
711,40,2010.06.01_07:12:00_TAI,11075
712,40,2010.06.01_07:24:00_TAI,11075
713,40,2010.06.01_07:36:00_TAI,11075
714,40,2010.06.01_07:48:00_TAI,11075
715,40,2010.06.01_08:00:00_TAI,11075
716,40,2010.06.01_08:12:00_TAI,11075
717,40,2010.06.01_08:24:00_TAI,11075
718,40,2010.06.01_08:36:00_TAI,11075
719,40,2010.06.01_08:48:00_TAI,11075
720,40,2010.06.01_09:00:00_TAI,11075
721,40,2010.06.01_09:12:00_TAI,11075
722,40,2010.06.01_09:24:00_TAI,11075
723,40,2010.06.01_09:36:00_TAI,11075
724,40,2010.06.01_09:48:00_TAI,11075
725,40,2010.06.01_10:00:00_TAI,11075
726,40,2010.06.01_10:12:00_TAI,11075
727,40,2010.06.01_10:24:00_TAI,11075
728,40,2010.06.01_10:36:00_TAI,11075
729,40,2010.06.01_10:48:00_TAI,11075
730,40,2010.06.01_11:00:00_TAI,11075
731,40,2010.06.01_11:12:00_TAI,11075
732,40,2010.06.01_11:24:00_TAI,11075
733,40,2010.06.01_11:36:00_TAI,11075
734,40,2010.06.01_11:48:00_TAI,11075
735,40,2010.06.01_12:00:00_TAI,11075
736,40,2010.06.01_12:12:00_TAI,11075
737,40,2010.06.01_12:24:00_TAI,11075
738,40,2010.06.01_12:36:00_TAI,11075
739,40,2010.06.01_12:48:00_TAI,11075
740,40,2010.06.01_13:00:00_TAI,11075
741,40,2010.06.01_13:12:00_TAI,11075
742,40,2010.06.01_13:24:00_TAI,11075
743,40,2010.06.01_13:36:00_TAI,11075
744,40,2010.06.01_13:48:00_TAI,11075
745,40,2010.06.01_14:00:00_TAI,11075
746,40,2010.06.01_14:12:00_TAI,11075
747,40,2010.06.01_14:24:00_TAI,11075
748,40,2010.06.01_14:36:00_TAI,11075
749,40,2010.06.01_14:48:00_TAI,11075
750,40,2010.06.01_15:00:00_TAI,11075
751,40,2010.06.01_15:12:00_TAI,11075
752,40,2010.06.01_15:24:00_TAI,11075
753,40,2010.06.01_15:36:00_TAI,11075
754,40,2010.06.01_15:48:00_TAI,11075
755,40,2010.06.01_16:00:00_TAI,11075
756,40,2010.06.01_16:12:00_TAI,11075
757,40,2010.06.01_16:24:00_TAI,11075
758,40,2010.06.01_16:36:00_TAI,11075
759,40,2010.06.01_16:48:00_TAI,11075
760,40,2010.06.01_17:00:00_TAI,11075
761,40,2010.06.01_17:12:00_TAI,11075
762,40,2010.06.01_17:24:00_TAI,11075
763,40,2010.06.01_17:36:00_TAI,11075
764,40,2010.06.01_17:48:00_TAI,11075
765,40,2010.06.01_18:00:00_TAI,11075
766,40,2010.06.01_18:12:00_TAI,11075
767,40,2010.06.01_18:24:00_TAI,11075
768,40,2010.06.01_18:36:00_TAI,11075
769,40,2010.06.01_18:48:00_TAI,11075
770,40,2010.06.01_19:00:00_TAI,11075
771,40,2010.06.01_19:12:00_TAI,11075
772,40,2010.06.01_19:24:00_TAI,11075
773,40,2010.06.01_19:36:00_TAI,11075
774,40,2010.06.01_19:48:00_TAI,11075
775,40,2010.06.01_20:00:00_TAI,11075
776,40,2010.06.01_20:12:00_TAI,11075
777,40,2010.06.01_20:24:00_TAI,11075
778,40,2010.06.01_20:36:00_TAI,11075
779,40,2010.06.01_20:48:00_TAI,11075
780,40,2010.06.01_21:00:00_TAI,11075
781,40,2010.06.01_21:12:00_TAI,11075
782,40,2010.06.01_21:24:00_TAI,11075
783,40,2010.06.01_21:36:00_TAI,11075
784,40,2010.06.01_21:48:00_TAI,11075
785,40,2010.06.01_22:00:00_TAI,11075
786,40,2010.06.01_22:12:00_TAI,11075
787,40,2010.06.01_22:24:00_TAI,11075
788,40,2010.06.01_22:36:00_TAI,11075
789,40,2010.06.01_22:48:00_TAI,11075
790,40,2010.06.01_23:00:00_TAI,11075
791,40,2010.06.01_23:12:00_TAI,11075
792,40,2010.06.01_23:24:00_TAI,11075
793,40,2010.06.01_23:36:00_TAI,11075
794,40,2010.06.01_23:48:00_TAI,11075
795,40,2010.06.02_00:00:00_TAI,11075
796,40,2010.06.02_00:12:00_TAI,11075
797,40,2010.06.02_00:24:00_TAI,11075
798,40,2010.06.02_00:36:00_TAI,11075
799,40,2010.06.02_00:48:00_TAI,11075
800,40,2010.06.02_01:00:00_TAI,11075
801,40,2010.06.02_01:12:00_TAI,11075
802,40,2010.06.02_01:24:00_TAI,11075
803,40,2010.06.02_01:36:00_TAI,11075
804,40,2010.06.02_01:48:00_TAI,11075
805,40,2010.06.02_02:00:00_TAI,11075
806,40,2010.06.02_02:12:00_TAI,11075
807,40,2010.06.02_02:24:00_TAI,11075
808,40,2010.06.02_02:36:00_TAI,11075
809,40,2010.06.02_02:48:00_TAI,11075
810,40,2010.06.02_03:00:00_TAI,11075
811,40,2010.06.02_03:12:00_TAI,11075
812,40,2010.06.02_03:24:00_TAI,11075
813,40,2010.06.02_03:36:00_TAI,11075
814,40,2010.06.02_03:48:00_TAI,11075
815,40,2010.06.02_04:00:00_TAI,11075
816,40,2010.06.02_04:12:00_TAI,11075
817,40,2010.06.02_04:24:00_TAI,11075
818,40,2010.06.02_04:36:00_TAI,11075
819,40,2010.06.02_04:48:00_TAI,11075
820,40,2010.06.02_05:00:00_TAI,11075
821,40,2010.06.02_05:12:00_TAI,11075
822,40,2010.06.02_05:24:00_TAI,11075
823,40,2010.06.02_05:36:00_TAI,11075
824,40,2010.06.02_05:48:00_TAI,11075
825,40,2010.06.02_06:00:00_TAI,11075
826,40,2010.06.02_06:12:00_TAI,11075
827,40,2010.06.02_06:24:00_TAI,11075
828,40,2010.06.02_06:36:00_TAI,11075
829,40,2010.06.02_06:48:00_TAI,11075
830,40,2010.06.02_07:00:00_TAI,11075
831,40,2010.06.02_07:12:00_TAI,11075
832,40,2010.06.02_07:24:00_TAI,11075
833,40,2010.06.02_07:36:00_TAI,11075
834,40,2010.06.02_07:48:00_TAI,11075
835,40,2010.06.02_08:00:00_TAI,11075
836,40,2010.06.02_08:12:00_TAI,11075
837,40,2010.06.02_08:24:00_TAI,11075
838,40,2010.06.02_08:36:00_TAI,11075
839,40,2010.06.02_08:48:00_TAI,11075
840,40,2010.06.02_09:00:00_TAI,11075
841,40,2010.06.02_09:12:00_TAI,11075
842,40,2010.06.02_09:24:00_TAI,11075
843,40,2010.06.02_09:36:00_TAI,11075
844,40,2010.06.02_09:48:00_TAI,11075
845,40,2010.06.02_10:00:00_TAI,11075
846,40,2010.06.02_10:12:00_TAI,11075
847,40,2010.06.02_10:24:00_TAI,11075
848,40,2010.06.02_10:36:00_TAI,11075
849,40,2010.06.02_10:48:00_TAI,11075
850,40,2010.06.02_11:00:00_TAI,11075
851,40,2010.06.02_11:12:00_TAI,11075
852,40,2010.06.02_11:24:00_TAI,11075
853,40,2010.06.02_11:36:00_TAI,11075
854,40,2010.06.02_11:48:00_TAI,11075
855,40,2010.06.02_12:00:00_TAI,11075
856,40,2010.06.02_12:12:00_TAI,11075
857,40,2010.06.02_12:24:00_TAI,11075
858,40,2010.06.02_12:36:00_TAI,11075
859,40,2010.06.02_12:48:00_TAI,11075
860,40,2010.06.02_13:00:00_TAI,11075
861,40,2010.06.02_13:12:00_TAI,11075
862,40,2010.06.02_13:24:00_TAI,11075
863,40,2010.06.02_13:36:00_TAI,11075
864,40,2010.06.02_13:48:00_TAI,11075
865,40,2010.06.02_14:00:00_TAI,11075
866,40,2010.06.02_14:12:00_TAI,11075
867,40,2010.06.02_14:24:00_TAI,11075
868,40,2010.06.02_14:36:00_TAI,11075
869,40,2010.06.02_14:48:00_TAI,11075
870,40,2010.06.02_15:00:00_TAI,11075
871,40,2010.06.02_15:12:00_TAI,11075
872,40,2010.06.02_15:24:00_TAI,11075
873,40,2010.06.02_15:36:00_TAI,11075
874,40,2010.06.02_15:48:00_TAI,11075
875,40,2010.06.02_16:00:00_TAI,11075
876,40,2010.06.02_16:12:00_TAI,11075
877,40,2010.06.02_16:24:00_TAI,11075
878,40,2010.06.02_16:36:00_TAI,11075
879,40,2010.06.02_16:48:00_TAI,11075
880,40,2010.06.02_17:00:00_TAI,11075
881,40,2010.06.02_17:12:00_TAI,11075
882,40,2010.06.02_17:24:00_TAI,11075
883,40,2010.06.02_17:36:00_TAI,11075
884,40,2010.06.02_17:48:00_TAI,11075
885,40,2010.06.02_18:00:00_TAI,11075
886,40,2010.06.02_18:12:00_TAI,11075
887,40,2010.06.02_18:24:00_TAI,11075
888,40,2010.06.02_18:36:00_TAI,11075
889,40,2010.06.02_18:48:00_TAI,11075
890,40,2010.06.02_19:00:00_TAI,11075
891,40,2010.06.02_19:12:00_TAI,11075
892,40,2010.06.02_19:24:00_TAI,11075
893,40,2010.06.02_19:36:00_TAI,11075
894,40,2010.06.02_19:48:00_TAI,11075
895,40,2010.06.02_20:00:00_TAI,11075
896,40,2010.06.02_20:12:00_TAI,11075
897,40,2010.06.02_20:24:00_TAI,11075
898,40,2010.06.02_20:36:00_TAI,11075
899,40,2010.06.02_20:48:00_TAI,11075
900,40,2010.06.02_21:00:00_TAI,11075
901,40,2010.06.02_21:12:00_TAI,11075
902,40,2010.06.02_21:24:00_TAI,11075
903,40,2010.06.02_21:36:00_TAI,11075
904,40,2010.06.02_21:48:00_TAI,11075
905,40,2010.06.02_22:00:00_TAI,11075
906,40,2010.06.02_22:12:00_TAI,11075
907,40,2010.06.02_22:24:00_TAI,11075
908,40,2010.06.02_22:36:00_TAI,11075
909,40,2010.06.02_22:48:00_TAI,11075
910,40,2010.06.02_23:00:00_TAI,11075
911,40,2010.06.02_23:12:00_TAI,11075
912,40,2010.06.02_23:24:00_TAI,11075
913,40,2010.06.02_23:36:00_TAI,11075
914,40,2010.06.02_23:48:00_TAI,11075
915,40,2010.06.03_00:00:00_TAI,11075
916,43,2010.05.31_04:12:00_TAI,11076
917,43,2010.05.31_04:24:00_TAI,11076
918,43,2010.05.31_04:36:00_TAI,11076
919,43,2010.05.31_04:48:00_TAI,11076
920,43,2010.05.31_05:00:00_TAI,11076
921,43,2010.05.31_05:12:00_TAI,11076
922,43,2010.05.31_05:24:00_TAI,11076
923,43,2010.05.31_05:36:00_TAI,11076
924,43,2010.05.31_05:48:00_TAI,11076
925,43,2010.05.31_06:00:00_TAI,11076
926,43,2010.05.31_06:12:00_TAI,11076
927,43,2010.05.31_06:24:00_TAI,11076
928,43,2010.05.31_06:36:00_TAI,11076
929,43,2010.05.31_06:48:00_TAI,11076
930,43,2010.05.31_07:00:00_TAI,11076
931,43,2010.05.31_07:12:00_TAI,11076
932,43,2010.05.31_07:24:00_TAI,11076
933,43,2010.05.31_07:36:00_TAI,11076
934,43,2010.05.31_07:48:00_TAI,11076
935,43,2010.05.31_08:00:00_TAI,11076
936,43,2010.05.31_08:12:00_TAI,11076
937,43,2010.05.31_08:24:00_TAI,11076
938,43,2010.05.31_08:36:00_TAI,11076
939,43,2010.05.31_08:48:00_TAI,11076
940,43,2010.05.31_09:00:00_TAI,11076
941,43,2010.05.31_09:12:00_TAI,11076
942,43,2010.05.31_09:24:00_TAI,11076
943,43,2010.05.31_09:36:00_TAI,11076
944,43,2010.05.31_09:48:00_TAI,11076
945,43,2010.05.31_10:00:00_TAI,11076
946,43,2010.05.31_10:12:00_TAI,11076
947,43,2010.05.31_10:24:00_TAI,11076
948,43,2010.05.31_10:36:00_TAI,11076
949,43,2010.05.31_10:48:00_TAI,11076
950,43,2010.05.31_11:00:00_TAI,11076
951,43,2010.05.31_11:12:00_TAI,11076
952,43,2010.05.31_11:24:00_TAI,11076
953,43,2010.05.31_11:36:00_TAI,11076
954,43,2010.05.31_11:48:00_TAI,11076
955,43,2010.05.31_12:00:00_TAI,11076
956,43,2010.05.31_12:12:00_TAI,11076
957,43,2010.05.31_12:24:00_TAI,11076
958,43,2010.05.31_12:36:00_TAI,11076
959,43,2010.05.31_12:48:00_TAI,11076
960,43,2010.05.31_13:00:00_TAI,11076
961,43,2010.05.31_13:12:00_TAI,11076
962,43,2010.05.31_13:24:00_TAI,11076
963,43,2010.05.31_13:36:00_TAI,11076
964,43,2010.05.31_13:48:00_TAI,11076
965,43,2010.05.31_14:00:00_TAI,11076
966,43,2010.05.31_14:12:00_TAI,11076
967,43,2010.05.31_14:24:00_TAI,11076
968,43,2010.05.31_14:36:00_TAI,11076
969,43,2010.05.31_14:48:00_TAI,11076
970,43,2010.05.31_15:00:00_TAI,11076
971,43,2010.05.31_15:12:00_TAI,11076
972,43,2010.05.31_15:24:00_TAI,11076
973,43,2010.05.31_15:36:00_TAI,11076
974,43,2010.05.31_15:48:00_TAI,11076
975,43,2010.05.31_16:00:00_TAI,11076
976,43,2010.05.31_16:12:00_TAI,11076
977,43,2010.05.31_16:24:00_TAI,11076
978,43,2010.05.31_16:36:00_TAI,11076
979,43,2010.05.31_16:48:00_TAI,11076
980,43,2010.05.31_17:00:00_TAI,11076
981,43,2010.05.31_17:12:00_TAI,11076
982,43,2010.05.31_17:24:00_TAI,11076
983,43,2010.05.31_17:36:00_TAI,11076
984,43,2010.05.31_17:48:00_TAI,11076
985,43,2010.05.31_18:00:00_TAI,11076
986,43,2010.05.31_18:12:00_TAI,11076
987,43,2010.05.31_18:24:00_TAI,11076
988,43,2010.05.31_18:36:00_TAI,11076
989,43,2010.05.31_18:48:00_TAI,11076
990,43,2010.05.31_19:00:00_TAI,11076
991,43,2010.05.31_19:12:00_TAI,11076
992,43,2010.05.31_19:24:00_TAI,11076
993,43,2010.05.31_19:36:00_TAI,11076
994,43,2010.05.31_19:48:00_TAI,11076
995,43,2010.05.31_20:00:00_TAI,11076
996,43,2010.05.31_20:12:00_TAI,11076
997,43,2010.05.31_20:24:00_TAI,11076
998,43,2010.05.31_20:36:00_TAI,11076
999,43,2010.05.31_20:48:00_TAI,11076
1000,43,2010.05.31_21:00:00_TAI,11076
1001,43,2010.05.31_21:12:00_TAI,11076
1002,43,2010.05.31_21:24:00_TAI,11076
1003,43,2010.05.31_21:36:00_TAI,11076
1004,43,2010.05.31_21:48:00_TAI,11076
1005,43,2010.05.31_22:00:00_TAI,11076
1006,43,2010.05.31_22:12:00_TAI,11076
1007,43,2010.05.31_22:24:00_TAI,11076
1008,43,2010.05.31_22:36:00_TAI,11076
1009,43,2010.05.31_22:48:00_TAI,11076
1010,43,2010.05.31_23:00:00_TAI,11076
1011,43,2010.05.31_23:12:00_TAI,11076
1012,43,2010.05.31_23:24:00_TAI,11076
1013,43,2010.05.31_23:36:00_TAI,11076
1014,43,2010.05.31_23:48:00_TAI,11076
1015,43,2010.06.01_00:00:00_TAI,11076
1016,43,2010.06.01_00:12:00_TAI,11076
1017,43,2010.06.01_00:24:00_TAI,11076
1018,43,2010.06.01_00:36:00_TAI,11076
1019,43,2010.06.01_00:48:00_TAI,11076
1020,43,2010.06.01_01:00:00_TAI,11076
1021,43,2010.06.01_01:12:00_TAI,11076
1022,43,2010.06.01_01:24:00_TAI,11076
1023,43,2010.06.01_01:36:00_TAI,11076
1024,43,2010.06.01_01:48:00_TAI,11076
1025,43,2010.06.01_02:00:00_TAI,11076
1026,43,2010.06.01_02:12:00_TAI,11076
1027,43,2010.06.01_02:24:00_TAI,11076
1028,43,2010.06.01_02:36:00_TAI,11076
1029,43,2010.06.01_02:48:00_TAI,11076
1030,43,2010.06.01_03:00:00_TAI,11076
1031,43,2010.06.01_03:12:00_TAI,11076
1032,43,2010.06.01_03:24:00_TAI,11076
1033,43,2010.06.01_03:36:00_TAI,11076
1034,43,2010.06.01_03:48:00_TAI,11076
1035,43,2010.06.01_04:00:00_TAI,11076
1036,43,2010.06.01_04:12:00_TAI,11076
1037,43,2010.06.01_04:24:00_TAI,11076
1038,43,2010.06.01_04:36:00_TAI,11076
1039,43,2010.06.01_04:48:00_TAI,11076
1040,43,2010.06.01_05:00:00_TAI,11076
1041,43,2010.06.01_05:12:00_TAI,11076
1042,43,2010.06.01_05:24:00_TAI,11076
1043,43,2010.06.01_05:36:00_TAI,11076
1044,43,2010.06.01_05:48:00_TAI,11076
1045,43,2010.06.01_06:00:00_TAI,11076
1046,43,2010.06.01_06:12:00_TAI,11076
1047,43,2010.06.01_06:24:00_TAI,11076
1048,43,2010.06.01_06:36:00_TAI,11076
1049,43,2010.06.01_06:48:00_TAI,11076
1050,43,2010.06.01_07:00:00_TAI,11076
1051,43,2010.06.01_07:12:00_TAI,11076
1052,43,2010.06.01_07:24:00_TAI,11076
1053,43,2010.06.01_07:36:00_TAI,11076
1054,43,2010.06.01_07:48:00_TAI,11076
1055,43,2010.06.01_08:00:00_TAI,11076
1056,43,2010.06.01_08:12:00_TAI,11076
1057,43,2010.06.01_08:24:00_TAI,11076
1058,43,2010.06.01_08:36:00_TAI,11076
1059,43,2010.06.01_08:48:00_TAI,11076
1060,43,2010.06.01_09:00:00_TAI,11076
1061,43,2010.06.01_09:12:00_TAI,11076
1062,43,2010.06.01_09:24:00_TAI,11076
1063,43,2010.06.01_09:36:00_TAI,11076
1064,43,2010.06.01_09:48:00_TAI,11076
1065,43,2010.06.01_10:00:00_TAI,11076
1066,43,2010.06.01_10:12:00_TAI,11076
1067,43,2010.06.01_10:24:00_TAI,11076
1068,43,2010.06.01_10:36:00_TAI,11076
1069,43,2010.06.01_10:48:00_TAI,11076
1070,43,2010.06.01_11:00:00_TAI,11076
1071,43,2010.06.01_11:12:00_TAI,11076
1072,43,2010.06.01_11:24:00_TAI,11076
1073,43,2010.06.01_11:36:00_TAI,11076
1074,43,2010.06.01_11:48:00_TAI,11076
1075,43,2010.06.01_12:00:00_TAI,11076
1076,43,2010.06.01_12:12:00_TAI,11076
1077,43,2010.06.01_12:24:00_TAI,11076
1078,43,2010.06.01_12:36:00_TAI,11076
1079,43,2010.06.01_12:48:00_TAI,11076
1080,43,2010.06.01_13:00:00_TAI,11076
1081,43,2010.06.01_13:12:00_TAI,11076
1082,43,2010.06.01_13:24:00_TAI,11076
1083,43,2010.06.01_13:36:00_TAI,11076
1084,43,2010.06.01_13:48:00_TAI,11076
1085,43,2010.06.01_14:00:00_TAI,11076
1086,43,2010.06.01_14:12:00_TAI,11076
1087,43,2010.06.01_14:24:00_TAI,11076
1088,43,2010.06.01_14:36:00_TAI,11076
1089,43,2010.06.01_14:48:00_TAI,11076
1090,43,2010.06.01_15:00:00_TAI,11076
1091,43,2010.06.01_15:12:00_TAI,11076
1092,43,2010.06.01_15:24:00_TAI,11076
1093,43,2010.06.01_15:36:00_TAI,11076
1094,43,2010.06.01_15:48:00_TAI,11076
1095,43,2010.06.01_16:00:00_TAI,11076
1096,43,2010.06.01_16:12:00_TAI,11076
1097,43,2010.06.01_16:24:00_TAI,11076
1098,43,2010.06.01_16:36:00_TAI,11076
1099,43,2010.06.01_16:48:00_TAI,11076
1100,43,2010.06.01_17:00:00_TAI,11076
1101,43,2010.06.01_17:12:00_TAI,11076
1102,43,2010.06.01_17:24:00_TAI,11076
1103,43,2010.06.01_17:36:00_TAI,11076
1104,43,2010.06.01_17:48:00_TAI,11076
1105,43,2010.06.01_18:00:00_TAI,11076
1106,43,2010.06.01_18:12:00_TAI,11076
1107,43,2010.06.01_18:24:00_TAI,11076
1108,43,2010.06.01_18:36:00_TAI,11076
1109,43,2010.06.01_18:48:00_TAI,11076
1110,43,2010.06.01_19:00:00_TAI,11076
1111,43,2010.06.01_19:12:00_TAI,11076
1112,43,2010.06.01_19:24:00_TAI,11076
1113,43,2010.06.01_19:36:00_TAI,11076
1114,43,2010.06.01_19:48:00_TAI,11076
1115,43,2010.06.01_20:00:00_TAI,11076
1116,43,2010.06.01_20:12:00_TAI,11076
1117,43,2010.06.01_20:24:00_TAI,11076
1118,43,2010.06.01_20:36:00_TAI,11076
1119,43,2010.06.01_20:48:00_TAI,11076
1120,43,2010.06.01_21:00:00_TAI,11076
1121,43,2010.06.01_21:12:00_TAI,11076
1122,43,2010.06.01_21:24:00_TAI,11076
1123,43,2010.06.01_21:36:00_TAI,11076
1124,43,2010.06.01_21:48:00_TAI,11076
1125,43,2010.06.01_22:00:00_TAI,11076
1126,43,2010.06.01_22:12:00_TAI,11076
1127,43,2010.06.01_22:24:00_TAI,11076
1128,43,2010.06.01_22:36:00_TAI,11076
1129,43,2010.06.01_22:48:00_TAI,11076
1130,43,2010.06.01_23:00:00_TAI,11076
1131,43,2010.06.01_23:12:00_TAI,11076
1132,43,2010.06.01_23:24:00_TAI,11076
1133,43,2010.06.01_23:36:00_TAI,11076
1134,43,2010.06.01_23:48:00_TAI,11076
1135,43,2010.06.02_00:00:00_TAI,11076
1136,43,2010.06.02_00:12:00_TAI,11076
1137,43,2010.06.02_00:24:00_TAI,11076
1138,43,2010.06.02_00:36:00_TAI,11076
1139,43,2010.06.02_00:48:00_TAI,11076
1140,43,2010.06.02_01:00:00_TAI,11076
1141,43,2010.06.02_01:12:00_TAI,11076
1142,43,2010.06.02_01:24:00_TAI,11076
1143,43,2010.06.02_01:36:00_TAI,11076
1144,43,2010.06.02_01:48:00_TAI,11076
1145,43,2010.06.02_02:00:00_TAI,11076
1146,43,2010.06.02_02:12:00_TAI,11076
1147,43,2010.06.02_02:24:00_TAI,11076
1148,43,2010.06.02_02:36:00_TAI,11076
1149,43,2010.06.02_02:48:00_TAI,11076
1150,43,2010.06.02_03:00:00_TAI,11076
1151,43,2010.06.02_03:12:00_TAI,11076
1152,43,2010.06.02_03:24:00_TAI,11076
1153,43,2010.06.02_03:36:00_TAI,11076
1154,43,2010.06.02_03:48:00_TAI,11076
1155,43,2010.06.02_04:00:00_TAI,11076
1156,43,2010.06.02_04:12:00_TAI,11076
1157,43,2010.06.02_04:24:00_TAI,11076
1158,43,2010.06.02_04:36:00_TAI,11076
1159,43,2010.06.02_04:48:00_TAI,11076
1160,43,2010.06.02_05:00:00_TAI,11076
1161,43,2010.06.02_05:12:00_TAI,11076
1162,43,2010.06.02_05:24:00_TAI,11076
1163,43,2010.06.02_05:36:00_TAI,11076
1164,43,2010.06.02_05:48:00_TAI,11076
1165,43,2010.06.02_06:00:00_TAI,11076
1166,43,2010.06.02_06:12:00_TAI,11076
1167,43,2010.06.02_06:24:00_TAI,11076
1168,43,2010.06.02_06:36:00_TAI,11076
1169,43,2010.06.02_06:48:00_TAI,11076
1170,43,2010.06.02_07:00:00_TAI,11076
1171,43,2010.06.02_07:12:00_TAI,11076
1172,43,2010.06.02_07:24:00_TAI,11076
1173,43,2010.06.02_07:36:00_TAI,11076
1174,43,2010.06.02_07:48:00_TAI,11076
1175,43,2010.06.02_08:00:00_TAI,11076
1176,43,2010.06.02_08:12:00_TAI,11076
1177,43,2010.06.02_08:24:00_TAI,11076
1178,43,2010.06.02_08:36:00_TAI,11076
1179,43,2010.06.02_08:48:00_TAI,11076
1180,43,2010.06.02_09:00:00_TAI,11076
1181,43,2010.06.02_09:12:00_TAI,11076
1182,43,2010.06.02_09:24:00_TAI,11076
1183,43,2010.06.02_09:36:00_TAI,11076
1184,43,2010.06.02_09:48:00_TAI,11076
1185,43,2010.06.02_10:00:00_TAI,11076
1186,43,2010.06.02_10:12:00_TAI,11076
1187,43,2010.06.02_10:24:00_TAI,11076
1188,43,2010.06.02_10:36:00_TAI,11076
1189,43,2010.06.02_10:48:00_TAI,11076
1190,43,2010.06.02_11:00:00_TAI,11076
1191,43,2010.06.02_11:12:00_TAI,11076
1192,43,2010.06.02_11:24:00_TAI,11076
1193,43,2010.06.02_11:36:00_TAI,11076
1194,43,2010.06.02_11:48:00_TAI,11076
1195,43,2010.06.02_12:00:00_TAI,11076
1196,43,2010.06.02_12:12:00_TAI,11076
1197,43,2010.06.02_12:24:00_TAI,11076
1198,43,2010.06.02_12:36:00_TAI,11076
1199,43,2010.06.02_12:48:00_TAI,11076
1200,43,2010.06.02_13:00:00_TAI,11076
1201,43,2010.06.02_13:12:00_TAI,11076
1202,43,2010.06.02_13:24:00_TAI,11076
1203,43,2010.06.02_13:36:00_TAI,11076
1204,43,2010.06.02_13:48:00_TAI,11076
1205,43,2010.06.02_14:00:00_TAI,11076
1206,43,2010.06.02_14:12:00_TAI,11076
1207,43,2010.06.02_14:24:00_TAI,11076
1208,43,2010.06.02_14:36:00_TAI,11076
1209,43,2010.06.02_14:48:00_TAI,11076
1210,43,2010.06.02_15:00:00_TAI,11076
1211,43,2010.06.02_15:12:00_TAI,11076
1212,43,2010.06.02_15:24:00_TAI,11076
1213,43,2010.06.02_15:36:00_TAI,11076
1214,43,2010.06.02_15:48:00_TAI,11076
1215,43,2010.06.02_16:00:00_TAI,11076
1216,43,2010.06.02_16:12:00_TAI,11076
1217,43,2010.06.02_16:24:00_TAI,11076
1218,43,2010.06.02_16:36:00_TAI,11076
1219,43,2010.06.02_16:48:00_TAI,11076
1220,43,2010.06.02_17:00:00_TAI,11076
1221,43,2010.06.02_17:12:00_TAI,11076
1222,43,2010.06.02_17:24:00_TAI,11076
1223,43,2010.06.02_17:36:00_TAI,11076
1224,43,2010.06.02_17:48:00_TAI,11076
1225,43,2010.06.02_18:00:00_TAI,11076
1226,43,2010.06.02_18:12:00_TAI,11076
1227,43,2010.06.02_18:24:00_TAI,11076
1228,43,2010.06.02_18:36:00_TAI,11076
1229,43,2010.06.02_18:48:00_TAI,11076
1230,43,2010.06.02_19:00:00_TAI,11076
1231,43,2010.06.02_19:12:00_TAI,11076
1232,43,2010.06.02_19:24:00_TAI,11076
1233,43,2010.06.02_19:36:00_TAI,11076
1234,43,2010.06.02_19:48:00_TAI,11076
1235,43,2010.06.02_20:00:00_TAI,11076
1236,43,2010.06.02_20:12:00_TAI,11076
1237,43,2010.06.02_20:24:00_TAI,11076
1238,43,2010.06.02_20:36:00_TAI,11076
1239,43,2010.06.02_20:48:00_TAI,11076
1240,43,2010.06.02_21:00:00_TAI,11076
1241,43,2010.06.02_21:12:00_TAI,11076
1242,43,2010.06.02_21:24:00_TAI,11076
1243,43,2010.06.02_21:36:00_TAI,11076
1244,43,2010.06.02_21:48:00_TAI,11076
1245,43,2010.06.02_22:00:00_TAI,11076
1246,43,2010.06.02_22:12:00_TAI,11076
1247,43,2010.06.02_22:24:00_TAI,11076
1248,43,2010.06.02_22:36:00_TAI,11076
1249,43,2010.06.02_22:48:00_TAI,11076
1250,43,2010.06.02_23:00:00_TAI,11076
1251,43,2010.06.02_23:12:00_TAI,11076
1252,43,2010.06.02_23:24:00_TAI,11076
